Project ID,Task ID,Corrections,Grammar,Spelling,Consistency,Comment,User
3290,9337,3,4,5,5,null,Jessica Valli
3360,9695,3,3,3,3,I notice that most of the sentences in your original document did not end with a period. I left it as it is.,glorietranslations1
2520,6171,3,3,3,3,Hallo  Sharon\r\nMany thanks indeed for doing this translation.\r\nregards\r\nBride\r\n,bride.counihan
3323,null,2,3,4,3,null,Maria Riva
2961,null,4,5,5,5,null,elmabdulhaleem
3297,null,5,5,5,5,This is a very worthy cause and I was grateful for the opportunity to participate.,bookworm.rin
3322,null,5,5,5,3,null,Hanna 
null,,,,,,,
,,,,,,,
,,,,,,,Larsson 
3290,9335,3,3,3,3,null,HanaS
3277,9261,5,5,5,5,null,adrienn.panczel
3338,null,3,3,3,3,null,HanaS
3342,null,3,3,3,3,null,HanaS
3272,9196,2,2,2,2,null,mirfaeya
3299,9518,5,5,5,5,"No Errors, excellent work!",FT
3275,9244,5,5,5,5,null,adrienn.panczel
3273,9216,5,5,5,5,null,adrienn.panczel
3184,null,3,4,3,4,PerdÃ³name por el retraso.,tatianaelizabeth.tradutora
3297,9362,3,3,3,3,Dear Bookworm.rin\r\nMany thanks for this translation.  It is much appreciated.\r\nkind regards\r\nBride Counihan,bride.counihan
3292,null,5,5,5,5,null,galinie
2844,7374,1,2,3,2,"one whole paragraph missing, one sentence completely misunderstood and German translation of it was not understandable, inconsistent usage of terms, wrong translation for ""to fund"" = finanzieren and ""to found"" = sich befinden, wrong usage of ""Investment"", meaning of ""yield"" not always understood, verbs several times on the wrong place (often needs to be at the end of a subordinate clause in German) which has an impact on style, spelling mistakes ..... One could guess that the translation was not read and spell checked before uploading? - ",Susanne Werneyer
null,,,,,,,
,,,,,,,
,,,,,,"e.g. spelling mistakes, missing parapraph. Please research unknown content and check English and German meanings of the words used.",
3275,9240,5,5,5,5,null,KAIDI RU
3273,9212,4,4,5,5,null,KAIDI RU
3271,9184,5,4,5,5,null,KAIDI RU
3290,null,5,5,5,5,null,anke.fechter
3275,9238,3,3,3,3,5,ali.khalil
3279,9537,3,3,3,3,Excellent work!,FT
2530,null,3,3,3,3,null,ash.87
3327,null,3,5,5,3,There were three pages not editable. The structure of the document has been hard to edit in general because there were too many text boxes instead of just a single boxes for each topic.,alessia.asta
3280,9510,2,4,5,2,"The revision needed has been quite heavy.\r\nThere were several wrong translations and some terms were not appropriate.\r\nI have been working as a translator and a revisor for more than 20 years so I am pretty meticulous. Also, I have published books on this topic, environmental education.\r\nI suggest that the project managers consider translating consistently the project names and graphics.\r\nThanks fopr the opportunity to get to know this amazing project, I would be happy to be involved again.\r\nDamiana Covre",damiana covre
null,,,,,,,
,,,,,,,
3369,9721,3,3,3,3,null,musambe
3348,null,4,5,5,5,null,AurÃ©lie Jousset
3357,null,5,5,5,5,null,Shivaugn
3355,null,5,5,5,5,null,Natalia GarcÃ­a Caso
3299,9495,5,5,5,5,"Translation very good, I would not use  a coma in : "" oto co"" expression, as per Prof Banka's opinion : http://sjp.pwn.pl/poradnia/haslo/Oto-co;14326.html.\r\nOther than that- perfect!\r\n",agnieszka-siwiera
3369,9721,5,5,4,5,null,Cristina T
3350,null,5,5,5,5,"The expression 'partially blind' in English is technically incorrect, as you are either 'sight-impaired' or 'severely sight-impaired'.",katiewade89
1802,null,3,5,3,3,Enjoyed working on this task! But would be good to get a vocabulary for abbreviations used in the text in advance.,KÃ¶nÃ¼l Mammadzada
3376,null,3,3,3,3,null,Angela Glionna
3299,9501,5,5,5,5,null,Silvia B
3327,9550,3,3,3,3,There are some parts untranslated in the file. It's not the translator's fault: those sections could not be over-written.,Elena Bonelli
3277,null,3,3,3,3,"Unfortunately, I did not have the same font in my Word, therefore I had to change it to another available one.\r\nHope on your understanding.",KÃ¶nÃ¼l Mammadzada
3281,null,5,5,5,5,null,Yasemin Bayraktar
3281,null,4,5,5,4,null,kristinesoms
null,,,,,,,
,,,,,,,
3364,null,5,4,4,4,It was an interesting task. Thank you! ,wintergartendoris
3369,9722,3,3,3,3,null,ali.khalil
3361,9697,5,5,5,5,null,Marilena
3380,null,5,5,5,5,null,zyomrh
3364,null,4,4,3,4,null,pavlos.kon
2845,9378,5,5,5,5,"Very good translation! Excellent grammar, vocabulary and syntax.",alba.pi.barris
3332,9559,4,5,4,4,null,patrypinto1
3364,9705,5,5,3,3,null,FT
3285,9301,3,4,5,5,The format is very frustrating to work with. I know there was something wrong with the last page (ie. there are a few more words needed to be translated) but couldn't pull it out. Please have a look at at,tranphuong0825
3357,9689,5,5,5,5,null,RJS
3334,null,5,5,5,5,null,sadie.cool
3283,null,3,5,4,4,5,LUNAELALTRA
3353,null,5,4,4,5,null,eli.poizat
3377,null,5,5,5,5,null,MarÃ­a del Mar SÃ¡nchez
3382,9795,3,3,3,3,Changes made.,agent4change
3380,9784,4,5,5,5,null,ediz.d
3269,9178,3,3,3,3,The format on this document has been removed.  We will need to have this document translated again.,translationslifesteps
3357,9689,4,4,4,4,Thank you so much for translating this difficult document! \r\nIt appeared that the very technical/ legal/ and cross-cultural language of the document was a bit of a problem - but we would not hesitate to work with this translator again.,katy.roberts
null,,,,,,,
,,,,,,,
3369,9721,3,3,3,3,null,laetitia.stie
3324,null,4,5,5,3,null,FleurDB
3377,9749,5,4,5,4,null,AnabeL
3334,9569,2,2,2,2,"There were many erros, the coherence of the text was quite poor. Be careful with false friends and literal translations.",crislizaru93
3283,9623,3,3,3,3,Outstanding Work!,FT
3271,9192,4,3,3,3,null,Thien Ngo
3319,9428,4,5,5,4,null,FleurDB
3281,9279,5,5,5,5,null,ediz.d
3328,null,3,3,3,3,"Dear Sir/Madam\r\nThe reason this Polish translation of the Darwin storybook is being presented in this layout and format is due to the deficiencies of the original document provided for translation. Not only is the said [original] Word document poorly formatted which results in segments of text carrying over to next pages, but also whole section of the story and locked for editing i.e. not Word-translateable. It has been suggested that I should translate the editable sections and provide the rest of the translation in the form of captions â€“ however, this solution did not work out either. Word simply cannot handle the inclusion of so many long captions and as a result the entire document was freezing and/or going hayware. Therefore, after careful consideration, I have ",Fuine
null,,,,,,,
,,,,,,,
,,,,,,"decided to replicate the layout of the original document in a brand-new file, with clear indications for the DTP person as to which paragraph and sentence goes where.\r\nAny questions with regard to translation can be directed to me at fuine2@gmail.com. Better yet, I would be very happy to have a look at the formatted/DTP-ed Polish version of the storybook when it is finished, so that any remaining glitches and mistakes can be remedied. For my part, I have translated Darwinâ€™s story with linguistic care, spell-checked it and reviewed it in terms of both contents and consistency of formatting etc. Hope you will find it acceptable. I certainly found it very interesting and educational for both kids and adults alike! :-)\r\nKind regards,\r\nBarbara (Basia) Rompalska\r\n",
3339,null,5,5,5,5,null,aude
3269,null,3,3,3,3,null,ali.khalil
3279,null,4,5,5,3,null,eciocchetti
2842,7386,4,5,5,5,null,KAIDI RU
3375,9743,5,5,5,5,null,KAIDI RU
3285,9293,5,5,5,5,null,KAIDI RU
3279,null,5,5,5,5,null,Yasemin Bayraktar
3366,9711,5,5,5,5,The translation was in general well-done. I only made minor modification to ,weiwei_liu
null,,,,,,,
,,,,,,,
,,,,,,express the meaning more accurately. ,
3140,null,5,5,5,5,null,weiwei_liu
3295,null,3,3,3,3,All great- pleasure to translate,Zoe@ZKCtranslations
3339,null,5,5,5,5,null,Licenciado Zapata
3376,9747,5,5,4,5,null,Adnan Ghatasha
3280,null,5,5,5,5,null,Ewa Davidge
3279,null,5,5,5,5,null,Irene Cruz
3339,9590,3,3,4,3,Quite well. Some false friends and literal translation.,crislizaru93
3279,null,3,3,3,3,I've now also added the translations of texts in the images.,ieva.lange
3356,9671,1,1,1,3,"I don't think the person who did this translation had the French skills required.\r\nI retranslated some sections and corrected many mistakes, including some basic spelling mistakes which can be fixed a spell check.\r\n\r\n",clairebarbet
3330,null,4,5,5,5,"On the whole the source text was very well written, informative and very interesting. Thanks for bringing me into the light! Just a few corrections that needs to be looked into concerning a reference to a broken link in one case, as well as a figure for a fact that differed (141 or 121?) in the slide vs the text commenting it, in another case. Also, in a few cases I did not know whether it was the plan to have som titles in Swedish translated or not (especially ",Sigrid NorÃ©n HakamÃ¤ki
null,,,,,,,
,,,,,,,
,,,,,,"the book ""Tree by tree"" and the chocolate bar ""The Change Chocolate""). So I left comments in the document regarding that as well as a few other matters concerning Swedish circumstances in relation to the original text. I also added some comments to clarify which Swedish phrase refers to which English phrase concerning some of the slides/pictures with phrases scattered in different places, just to clarify. Good luck with the launching of this project in Sweden, I look forward to see it flourish here!",
3273,null,5,5,5,5,null,azzouz.fakhri
3383,null,3,3,3,3,null,angela-la90
3345,null,5,5,5,5,null,Julia Rubio Gil
3305,9388,3,5,2,3,null,dbptranslate
3358,9690,3,3,3,3,"Dear Sir/Madam,\r\n\r\nI am sorry for the delay in completing the task; it was due to the unforseen technical problems.\r\n\r\nKind regards,\r\nNatalia.",Natalia Chernavina Saluena
3205,null,3,3,3,3,null,tatianaelizabeth.tradutora
3328,null,3,3,3,3,"There were many uneditable images for which the words had to be extracted for translation, resulting in the total word count being of 10,700 words instead of the announced 7,200. Because of the vast amount of uneditable text, I extracted all text and translated in ",Arya
null,,,,,,,
,,,,,,,
,,,,,,"column form in a Word document which will need some DTP work as a result. Please note that I translated most quotes freely as I did not find any German versions of the books quoted, so in the reference section I translated ""from"" as ""freely translated from"". I did, however, find the original German quote from Ernst von Hesse-Wartegg in the ""Frankfurter Zeitung und Handelsblatt"" and updated the reference for the German version accordingly. Please note that the real nationality of Hesse-Wartegg is not known, but as he is believed to be Austrian, I translated ""A writer visiting from Germany"" literally, thereby avoiding mentioning a nationality or claiming him to be German when it is not sure whether he actually was. Please have the terms used in this translation cross-checked with other publications for the same organization, especially the terms ""Lookout"", ""Thinker"", ""Investigator"", ""Plant Detective"", ""Discoverer"", ""Collector"" and ""thinking walk"" that appear across different publications of the same organization.",
3307,9392,3,3,1,2,null,dbptranslate
3319,9429,5,5,4,4,null,marina.edelmann
null,,,,,,,
,,,,,,,
3389,null,5,5,5,5,null,suzanneskirrow
2842,7384,5,5,5,5,null,suzanneskirrow
3318,9423,4,5,4,5,null,marina.edelmann
3340,9595,5,4,4,5,null,Cristinaurenabueno
3335,null,4,4,4,4,null,JLeroux
3328,9483,4,5,4,5,"check the editing of the images such as colors of the blurbs, it is slightly different in the translation. ",fravan561
3289,null,5,5,5,5,null,Annika
3290,9343,5,5,4,5,perfect :),Annika
3389,9806,3,5,5,3,"In general, the translation was a little bit too literal. It made sens, but sometimes it sounded akward and some sentences could be improved. ",perlegotranslations
3389,9804,3,3,3,3,"Be careful with literal translations, they may not have the same meaning. Revise coherence and cohesion.",crislizaru93
3383,9797,5,5,5,5,Perfect.,crislizaru93
3353,9658,2,3,2,4,null,laetitia.stie
3328,null,5,5,5,2,"The text columns did not always flow as expected, sometimes they continued in the same page and others on the next page, only to go back again to the previous.\r\nA couple of parragraphs would overflow to the next page but would not link to the parragraph that followed, which actually followed from text of some of the images.\r\n\r\nI translated all text columns, and text ",Cynthia
null,,,,,,,
,,,,,,,
,,,,,,"parragraps (even is parts had to be manually typed as the could not be copied and pasted or converted by Trados) but I did not have enought time to translate most of the text in the drawings.\r\n\r\nThe word count indicated 7179, but it passed the 8000.\r\n",
3377,9749,5,5,5,5,"Thank you so much! This is very helpful for us, as we want all of our communications & information to be available to a Spanish-speaking audience.",katy.roberts
3377,9750,5,5,5,5,"Thank you so much! This is very helpful for us, as we want all of our communications & information to be available to a Spanish-speaking audience.",katy.roberts
3184,8982,3,3,2,2,"Few corrections, but I was a good translation overall.\r\n",sebastien.giancola
3182,8940,3,5,5,3,"Correction of the incorrect use of personal pronoun ""tu"" by ""vous"" in the second part of the document.\r\nCorrection of incorrect use of punctuation.",leagun18
3365,9709,2,2,3,3,null,howxianneng
3335,9573,4,4,5,5,"Quite well, few errors. A good translation.",crislizaru93
3392,9810,4,5,5,5,I've just made a little change in the text that I proofreaded: I think it is better to use feminine (la) for the term 16 NTC. ,alba.pi.barris
3313,9404,3,3,3,3,null,tatianaelizabeth.tradutora
null,,,,,,,
,,,,,,,
3311,9400,3,3,3,3,"Seria interesse ter sempre o original para retiradas de dÃºvidas, pois tem palavras incoerentes ao PortuguÃªs.",tatianaelizabeth.tradutora
3355,9669,4,5,5,5,null,Cristinaurenabueno
3354,9663,2,3,5,4,"The spelling was perfect but there was quite a lot of grammar mistakes, imprecise translation and awkward phrasing.\r\nI took the liberty of rephrasing when the source file didn't sound like something we would say in French or when the translation was wrong/imprecise.\r\nEdited the fonts, etc. for consistency too.\r\nSometimes it was the English version that was a bit awkward too, I gather it is a translation from the Swedish, so I tried to adapt when necessary.\r\n\r\nHope you'll be satisfied with this new version,\r\nSincerely, \r\nKevin.",Keh
2274,null,5,5,5,5,null,tk344
3393,null,3,3,3,3,null,crislizaru93
3398,null,5,5,5,5,"Todo fue bien, El archivo de origen era perfecto.\r\n\r\nEspero que le guste esta traducciÃ³n, Quedo a su disposiciÃ³n si necesita alguna explicaciÃ³n o correcciÃ³n. Puede contactarme a kevin.delepierre@gmail.com.\r\n\r\nAtentamente,\r\n\r\nKevin.",Keh
3318,null,5,5,5,5,null,Sigrid NorÃ©n 
null,,,,,,,
,,,,,,,
,,,,,,,HakamÃ¤ki
3362,9699,3,3,3,3,null,Thien Ngo
3325,9459,5,5,5,5,null,adrianakolijn
3336,9575,1,1,3,3,"Many mistakes (on the spelling as well as the meaning) made by the translator. Some parts of the translation were not even understandable, and the meaning had been altered at some points. ",lucas.mayet
3182,9381,5,2,5,5,Il testo e' abbastanza corretto. Gran parte c'erano gli errori con la puntuazione .,l.alipova
2274,null,5,5,5,5,no problem,myfatetrulygreatalways
3345,9621,5,5,5,5,null,Cristinaurenabueno
3075,9782,5,5,5,5,There was a significant amount of spaces missing between words. The Table of Contents was also missing in the translation - I had to translate it.,catiamarquesesteves
3376,9746,3,3,3,3,"I think that at the footnote ( 1) there was missing a small text, from the explanation of acronym AIDA",Marilena
3394,null,4,5,4,4,null,R. P. SÃ¡nchez
3346,9624,3,4,5,4,"There were few mistakes but the phrasing was often overly heavy and not very fluid, which made understanding the text somewhat difficult. After correcting the translation errors, I took the liberty of simplifying the phrasing to make it stick closer to the English version.\r\n\r\nI stand at your disposal should you need any ",Keh
null,,,,,,,
,,,,,,,
,,,,,,"explanation regarding my editing or any correction. You can contact me at kevin.delepierre@gmail.com.\r\n\r\nBest regards,\r\n\r\nKevin.",
3282,9281,3,4,5,5,null,MinaG
3373,null,3,4,3,4,"In general, it was ok, there were some spelling errors and due to the use of some expressions it was easy to realise that Spanish wasn't the writer's mother tongue.",adelachiozza
3272,9204,4,5,5,5,null,EALBERO
3398,9842,4,5,5,4,null,mariesoleil.lemire
3376,9745,5,5,5,5,null,Sari
3405,null,4,4,5,4,"This document was in pretty good shape when I received it. Most of my edits involved changing sentence structure, clarifying subjects, standardising tenses. ",gen.shanahan
3280,9504,4,5,5,4,null,Alyssateriele
3401,null,5,5,5,5,null,colinspeed
3333,null,5,5,5,5,null,evelinelamige
3283,null,5,5,5,5,"I provided translations for the text on graphics in square brackets, starting with the text""na obrazku:"" (meaning ""in the picture:""); what follows is the actual text in the graphic. ",m.e.grzelak
3376,9770,4,4,5,5,"A few incomplete parts, also some sentences were not well formed. I tried to translate according to the meaning I gathered.",howxianneng
3398,null,5,5,5,5,null,mpg
3181,8911,5,5,5,5,It was a pleasure to participate in this ,molliew
null,,,,,,,
,,,,,,,
,,,,,,"organisation's project.\r\n\r\nThe only issue I had with the source file was the original formatting, which proved difficult to import into TRADOS, my CAT tool. Much of the text was in text box-objects, which sometimes covered each other up, meaning that parts of the text are hidden by other text boxes. I have tried to submit a readable text in approximately the same format, with sufficient space between text-box objects,  but would like to warn readers that if sentences seem to be cut off in the middle, or disappear, it may be that the text-box object is hiding part of the translation! I have just spent several hours trying to get this right. \r\n\r\nI would very much like to suggest that in future the format of the original be more open and flexible - perhaps even a non-formatted Word document - and that special formatting or DTP take place after the translation has been submitted and reviewed.  ",
3380,9786,4,1,4,1,"It is good but only you forget the "" Ø¡"" a lot, God bless you",tasneem.farahat
3328,9479,3,3,3,3,"The translation was of highest quality, with no mistakes whatsoever. Absolutely fantastic. ",lgustawedwards
3364,9707,4,4,4,4,null,Dimitra Kitridou
null,,,,,,,
,,,,,,,
3390,null,5,5,5,5,null,Matt Richardson
3391,null,5,5,5,5,null,Matt Richardson
3394,9818,3,3,3,3,"very few errors, really great work",mccarc15
3376,9770,5,5,5,5,null,weiwei_liu
3350,9645,3,4,5,5,"Too close to English, I corrected expressions which don't work in French, and a few mistranslations (eg procÃ¨s instead of processus, and a mention to Internet providers which wasn't in the original text).",clairebarbet
3280,9275,3,4,5,3,null,ediz.d
3279,9530,4,5,5,5,null,sara.guinot.trad
3189,8992,2,2,3,4,many grammar issues. ,vivianfedericci
3407,null,5,5,5,5,null,Cristinaurenabueno
3369,9727,5,5,5,5,null,Brice Derochette
3328,9487,5,5,3,5,Thank you for this vivid insight and outstanding knowledge of Darwin's time.\r\nThere is a third row now with corrections instead of the marked parts of the second German row.\r\nExcept for grammar the corrections improve fluency and somewhat scientific one-pointedness.\r\nThank you!,wintergartendoris
3279,9533,4,5,4,4,"~15 double spaces had to be deleted, as well as some spaces before commas or full stops. One missing closing parenthese had to be added. One set of quotation marks had to be changed ",m.e.grzelak
null,,,,,,,
,,,,,,,
,,,,,,"into Polish format. A few poor stylistic choices were improved. A lot of missing commas.\r\np. 1 ""w ramach program"" -> ""w ramach programu""\r\np. 2  ""w suchych obszarach"" -> ""na suchych obszarach"" http://sjp.pwn.pl/poradnia/haslo/na-obszarze-czy-w-obszarze;3909.html\r\n""okolicznoÅ›ci miejsca i pogody"" -> ""okolicznoÅ›ci zwiÄ…zane z miejscem i pogodÄ…""\r\n ""aby inni Poszukiwacze RoÅ›lin wiedzieli, gdzie siÄ™ w udaÄ‡ w przyszÅ‚oÅ›ci."" (comma added)\r\n ""dziÄ™ki ktÃ³rym dowiem siÄ™, czego potrzebujÄ… nasiona, aby staÅ‚y siÄ™ roÅ›linami."" (two commas added)\r\n ""ByÅ‚oby pomocne, gdybyÅ›cie"" (comma added)\r\n""a nastÄ™pnie podpatrzeÄ‡, jak rosnÄ…."" (comma added)\r\np. 3 ""Zadania 2 and 3"" -> ""Zadania 2 i 3""\r\n""przyporzÄ…dkowanie istot Å¼ywych do odpowiedni grup"" -> ""przyporzÄ…dkowanie istot Å¼ywych do odpowiednich grup""\r\n""mogÄ… zostaÄ‡ analizowane"" -> ""mogÄ… byÄ‡ analizowane""\r\np. 4 ""Istnieje wiele rÃ³Å¼nych nasion, z ktÃ³rych wyrastajÄ… roÅ›liny"" (comma added)\r\n""Nasiona, aby rosnÄ…Ä‡, potrzebujÄ… wody"" (two commas added)\r\n""RoÅ›liny przystosowaÅ‚y ",
null,,,,,,,
,,,,,,,
,,,,,,"siÄ™, aby mÃ³c przetrwaÄ‡"" (comma added)\r\n""RozglÄ…dajÄ…c siÄ™ w naszym Å›rodowisku lokalnym, moÅ¼emy zaobserwowaÄ‡ niesamowite sposoby, dziÄ™ki ktÃ³rym roÅ›linom udaje siÄ™ przetrwaÄ‡"" (two commas added)\r\n""odkryÄ‡ wspaniaÅ‚e roÅ›liny wystÄ™pujÄ…cych w innych krajach"" -> ""odkryÄ‡ wspaniaÅ‚e roÅ›liny wystÄ™pujÄ…ce w innych krajach""\r\n""zbadaÄ‡ je, przeprowadzajÄ…c proste eksperymenty"" (comma added) http://sjp.pwn.pl/poradnia/haslo/przecinek-a-imieslow-przyslowkowy;8895.html\r\n""aby dowiedzieÄ‡ siÄ™ jak wyglÄ…daÅ‚a praca Darwina"" -> ""aby dowiedzieÄ‡ siÄ™, jak wyglÄ…daÅ‚a praca Darwina""\r\np. 5 ""ksiÄ…Å¼eczce-kolorowance Darwin Doodle Book"" -> ""ksiÄ…Å¼eczce-bazgrolniku Darwin Doodle Book"" (inconsistent terminology fixed)\r\n""Notuj, jakie roÅ›liny rosnÄ… w poszczegÃ³lnych miejscach"" (comma added)\r\np. 6 ""Nie wszystkie roÅ›liny posiadajÄ… nasiona"" -> ""Nie wszystkie roÅ›liny p",
3406,null,4,4,5,4,null,gen.shanahan
2274,9844,5,5,5,5,null,adrienn.panczel
3397,null,5,5,5,5,null,ediz.d
3403,null,4,3,4,4,Many of the changes were to increase the professionalism ,robyn.keogh1
null,,,,,,,
,,,,,,,
,,,,,,of the document rather than grammar corrections.,
3407,9873,4,5,3,5,On minor mistake (typo).,d.camasi
3310,9398,3,2,3,3,null,dbptranslate
2533,null,5,5,5,5,null,Besho Maher
3393,null,5,5,5,5,null,Esteve Mata
2845,7390,1,1,1,1,I tried to do my best in this file.\r\n\r\nIT'S GOOGLE TRANSLATION. POOR TRANSLATION AND THE TRANSLATOR IS NOT QUALIFIED TO TRANSLATE THIS KIND OF DOCUMENTS!\r\n\r\nSORRY FOR THAT!,mirfaeya
3285,null,5,4,5,5,null,Besho Maher
3393,9814,4,5,5,5,"Source file was a good translation, just a few mistakes here and there but it didn't require much change.\r\n\r\nYou can contact me at kevin.delepierre@gmail.com should you need any explanation or correction.\r\n\r\nBest regards,\r\n\r\nKevin.",Keh
3400,null,5,5,5,5,null,Marina
3280,9506,4,4,5,5,null,a01194268
3398,null,3,5,5,2,null,Beatriz GarcÃ­a-GonzÃ¡lez
3416,null,5,5,5,5,null,Da Hyun Chung
3273,9210,2,1,1,2,Poor translation!,mirfaeya
3414,null,4,5,5,5,null,Da Hyun Chung
3319,9430,4,5,5,4,null,charlottebrolin
3318,9424,3,4,4,3,null,charlottebrolin
3320,9436,5,5,5,5,In my professional opinion the text works fine as it is. I ,elenore.nikolausson
null,,,,,,,
,,,,,,,
,,,,,,didn't find it necessary to make any changes to the original text. ,
3414,null,5,5,5,5,null,lossa
3402,null,5,4,3,3,"2 parts highlighted in yellow I am not sure about. \r\n\r\n'RED LIPS' I have left as RED LIPS- this was how it was written in the source\r\n\r\n'Si...col camper' I have left as this as I have no idea how to translate this- 'yes with a camper' perhaps- referring to camping, a camper van?? but it is completely out of context- but possibly it is meant to be out of context as it is words from the intern with Down syndrome. \r\n\r\nThese two points need checking by another linguist!",Zoe@ZKCtranslations
3376,9769,4,5,5,4,"It was a very good translation overall, I enjoyed reading it! ",emmavagyok
3398,9840,4,5,5,5,"It was a very solid translation, great job. ",umpierrez.bassine
3283,null,3,3,3,3,"I have left the References at the end of the document in English, lots of them were books so I haven't translated that. Also there's a song and I left it in English as well. Please let me know if you need me to modify/add/retranslate anything. \r\n",jimenez.jtamara
3397,9832,4,5,5,5,"An accurate translation with good spelling and grammar. Only corrections were minor, and were to do with ",karmelcarey
null,,,,,,,
,,,,,,,
,,,,,,"translation technique. For example the name of the academy doesn't need to be translated - if you look up the website for the academy there is an English version, which keeps the academy name in Turkish. ",
3402,9865,4,4,4,4,"Two terms that need checking from the original Italian with the original writer - ""red lips"" and ""col camper"". ",e.arif-fear
3281,null,3,3,3,3,Some descriptions had the number of lessons and some did not. \r\n,marzena.ciurkot
3398,9838,5,4,5,3,"It was actually a translation task, not a proofreading one.",Esteve Mata
3343,9610,5,5,5,5,null,Ed
3125,8905,3,5,3,3,null,pavlos.kon
2842,7330,3,3,3,4,null,mirfaeya
3419,null,4,4,5,4,null,martinabagnale
3407,null,5,5,5,5,null,Uta
3250,null,5,5,5,5,null,auvergne.traduction
3353,null,3,3,3,3,null,mariebie19
3347,null,3,3,3,3,null,mariebie19
3195,9007,1,1,1,1,La traducciÃ³n estaba muy mala. \r\nMuchos errores de traducciÃ³n. \r\nTuvo que subir el archivo original para entender lo que el traductor quiso escribir.,tatianaelizabeth.tradutora
3420,null,3,3,3,3,"the stars you rated are perfectly ok for me, I agree.",raffaelac64
3346,9626,3,4,5,3,null,ningustavo
3322,9448,4,4,5,5,null,Sigrid NorÃ©n HakamÃ¤ki
3281,9681,5,5,5,5,A very good job. ,mariacristina.cavassa
3353,9660,2,3,4,2,The translation was not ,AnabeL
null,,,,,,,
,,,,,,,
,,,,,,particularly good (punctuation was probably the main issue) but I tried my best to fix it.,
3279,9535,5,5,5,5,null,Elena Bonelli
3321,9440,3,4,4,3,"The file consisted of a few misinterpretations in the translation from the original, further some direct translations from English to Swedish that are correct, but as Swedish cities for instance does not have mayors it does not work... ",Hanna Larsson 
3351,9651,4,4,5,4,null,ningustavo
3279,9283,5,5,5,5,null,gozde.coops
3171,8871,3,3,3,3,null,Minh Le
3193,9000,1,1,1,1,La traducciÃ³n estaba portuÃ±ol.\r\n,tatianaelizabeth.tradutora
3333,9563,5,4,5,5,null,eciocchetti
3421,null,5,5,5,5,There were a couple of errors. ,mariacristina.cavassa
3423,9975,4,4,4,4,null,ningustavo
3328,9477,5,5,5,5,null,Yasemin Bayraktar
3257,null,4,4,4,5,null,csoukhavong
3422,null,5,4,4,5,null,Anna Berrino
3352,9655,4,5,5,5,null,clairebarbet
3351,9649,3,5,5,5,null,clairebarbet
3342,9603,2,5,5,5,null,clairebarbet
3429,null,4,4,4,4,"Quotes been proofread/changed where required. The yellow section has been left highlighted but ""Germany"" has been changed from red to black. ",e.arif-fear
3407,9874,5,5,5,5,"Thank you for this important task!\r\nThis correction enhances sense, fluency, and vocabulary.\r\n",wintergartendoris
3416,9945,5,5,5,5,null,adrienn.
null,,,,,,,
,,,,,,,
,,,,,,,panczel
3428,null,5,4,5,4,null,martinabagnale
3400,9853,3,3,3,3,Dear Marina\r\nThanks very much for doing this translation.\r\nIt is much appreciated.\r\n\r\nKind regards\r\nBride Counihan,bride.counihan
3401,9854,3,3,3,3,Hallo Colin\r\nmany thanks for doing this translation for us.\r\nkind regards\r\nBride Counihan,bride.counihan
3415,9933,5,5,5,5,null,adrienn.panczel
3280,9514,5,5,5,5,null,adrienn.panczel
3393,9812,2,3,3,3,"HabÃ­an numerosos errores terminolÃ³gicos, de puntuaciÃ³n y estilo. La redacciÃ³n era redundante, lo cual no es adecuado en un texto de estas caracterÃ­sticas.",R. P. SÃ¡nchez
3426,null,3,3,3,3,null,Jessica Valli
3339,9588,5,5,5,5,Great work,Nadine Ryf
3330,9524,5,5,5,5,"Overall few things to correct, but there was 20 lines that were not translated into Swedish, which I translated and added in my comments. I wasn't able to make any changes to the text since it was a file in adobe acrobat, but I have highlighted and commented on the areas which I think would benefit if they were changed. \r\n\r\nI've looked at formatting that differentiates between the original and translated text, unidiomatic language, omissions, ",elenore.nikolausson
null,,,,,,,
,,,,,,,
,,,,,,"grouping of large numbers, decimals, spacing, misspellings in the original text which I've commented on in the translated text, and also misinformation regarding the original text; such as the Prince of Spain now being the King of Spain. ",
3324,9453,4,5,5,5,null,Alyssateriele
3279,null,3,4,4,4,null,mariarosaria_leggieri
3326,9467,1,1,3,2,"I am very sorry to say this was not a good translation at all. Spelling in general was ok, except for the fact that there were many words written separately but should be written as one word in correct Swedish. But the large quantity of grammar errors, such as word order mistakes, use of prepositions and other, shows clearly that the translator is not a native Swede. \r\n\r\nThank you.",Jen
3281,9685,5,5,5,5,null,adrienn.panczel
3431,null,3,3,3,3,null,MinaG
3432,null,5,5,5,5,Un piacere! Buon lavoro!,e.arif-fear
3407,null,2,4,5,3,Some corrections needed to be made,Paulina Abzieher
3330,9525,5,5,4,5,"The file was translated very well, especially considering that the source file was demanding. Thanks a lot. ",marina.edelmann
3427,null,3,3,5,4,null,eciocchetti
3320,9437,5,4,3,4,fast review and proofreading process. Thank you!,marina.edelmann
3327,null,5,5,5,3,The file was completely unsuitable for CAT software. ,marius.listevnik
null,,,,,,,
,,,,,,,
